CO_CID,NO_CID,TP_AGRAVO,TP_SEXO,TP_ESTADIO,VL_CAMPOS_IRRADIADOS
B08,Out infecção viral caract p/ lesão pele membrana mucosa ncop,0,I,N,0000
B080,Outras infecções por ortopoxvírus,0,I,N,0000
B081,Molusco contagioso,0,I,N,0000
B082,Exantema súbito [sexta doença],0,I,N,0000
B083,Eritema infeccioso [quinta doença],0,I,N,0000
B084,Estomatite vesicular devida a enterovírus com exantema,0,I,N,0000
B085,Faringite vesicular devida a enterovírus,0,I,N,0000
B088,Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas,0,I,N,0000
B09,Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas,0,I,N,0000
B15,Hepatite aguda A,1,I,N,0000
B150,Hepatite A com coma hepático,1,I,N,0000
B159,Hepatite A sem coma hepático,1,I,N,0000
B16,Hepatite aguda B,0,I,N,0000
B160,"Hepatite aguda B com agente delta (co-infecção), com coma hepático",1,I,N,0000
B161,"Hepatite aguda B com agente delta, (co-infecção), sem coma hepático",1,I,N,0000
B162,"Hepatite aguda B sem agente delta, com coma hepático",1,I,N,0000
B169,Hepatite aguda B sem agente delta e sem coma hepático,1,I,N,0000
B17,Outras hepatites virais agudas,1,I,N,0000
B170,(Super)Infecção delta aguda de portador de hepatite B,1,I,N,0000
B171,Hepatite aguda C,1,I,N,0000
B172,Hepatite aguda E,1,I,N,0000
B178,Outras hepatites virais agudas especificadas,1,I,N,0000
B18,Hepatite viral crônica,0,I,N,0000
B180,Hepatite viral crônica B com agente delta,0,I,N,0000
B181,Hepatite crônica viral B sem agente delta,0,I,N,0000
B182,Hepatite viral crônica C,0,I,N,0000
B188,Outras hepatites crônicas virais,0,I,N,0000
B189,Hepatite viral crônica não especificada,0,I,N,0000
B19,Hepatite viral não especificada,1,I,N,0000
B190,"Hepatite viral, não especificada, com coma",1,I,N,0000
B199,"Hepatite viral, não especificada, sem coma",1,I,N,0000
B20,Doença pelo HIV resultando em doenças infecciosas e parasitárias,0,I,N,0000
B200,Doença pelo HIV resultando em infecções micobacterianas,1,I,N,0000
B201,Doença pelo HIV resultando em outras infecções bacterianas,1,I,N,0000
B202,Doença pelo HIV resultando em doença citomegálica,1,I,N,0000
B203,Doença pelo HIV resultando em outras infecções virais,1,I,N,0000
B204,Doença pelo HIV resultando em candidíase,1,I,N,0000
B205,Doença pelo HIV resultando em outras micoses,1,I,N,0000
B206,Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii,1,I,N,0000
B207,Doença pelo HIV resultando em infecções múltiplas,1,I,N,0000
B208,Doença pelo HIV resultando em outras doenças infecciosas e parasitárias,1,I,N,0000
B209,Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada,1,I,N,0000
B21,Doença pelo HIV resultando em neoplasias malígnas,1,I,N,0000
B210,Doença pelo HIV resultando em sarcoma de kaposi,1,I,N,0000
B211,Doença pelo HIV resultando em linfoma de burkitt,1,I,N,0000
B212,Doença pelo HIV resultando em outros tipos de linfoma não-hodgkin,1,I,N,0000
B213,"Doença pelo HIV resultando em outras neoplasias malignas dos tecidos linf., hematopoét. e correlato",1,I,N,0000
B217,Doença pelo HIV resultando em múltiplas neoplasias malignas,1,I,N,0000
B218,Doença pelo HIV resultando em outras neoplasias malignas,1,I,N,0000
B219,Doença pelo HIV resultando em neoplasia maligna não especificada,1,I,N,0000
B22,Doença pelo HIV resultando em doenças especificadas,1,I,N,0000
B220,Doença pelo HIV resultando em encefalopatia,1,I,N,0000
B221,Doença pelo HIV resultando em pneumonite intersticial linfática,1,I,N,0000
B222,Doença pelo HIV resultando em síndrome de emaciação,1,I,N,0000
B227,Doença pelo HIV resultando em doenças múltiplas classificadas em outra parte,1,I,N,0000
B23,Doença pelo HIV resultando em outras doenças especificadas,1,I,N,0000
B230,Síndrome de infecção aguda pelo hiv,1,I,N,0000
B231,Doença pelo HIV resultando em linfadenopatias generalizadas (persistentes),1,I,N,0000
B232,Doença pelo HIV resultando em anomalias hematológicas e imunológicas não classificada em out. parte,1,I,N,0000
B238,Doença pelo HIV resultando em outra afecções especificadas,1,I,N,0000
B24,Doença pelo vírus da imunodeficiência humana [HIV] não especificada,1,I,N,0000
B25,Doença por citomegalovírus,0,I,N,0000
B250,Pneumonite por citomegalovírus,0,I,N,0000
B251,Hepatite por citomegalovírus,0,I,N,0000
B252,Pancreatite por citomegalovírus,0,I,N,0000
B258,Outras doenças por citomegalovírus,0,I,N,0000
B259,Doença não especificada por citomegalovírus,0,I,N,0000
B26,Caxumba (parotidite epidemica),0,I,N,0000
B260,Orquite por caxumba [parotidite epidêmica],0,M,N,0000
B261,Meningite por caxumba [parotidite epidêmica],0,I,N,0000
B262,Encefalite por caxumba [parotidite epidêmica],0,I,N,0000
B263,Pancreatite por caxumba [parotidite epidêmica],0,I,N,0000
B268,Caxumba [parotidite epidêmica] com outras complicações,0,I,N,0000
B269,Caxumba [parotidite epidêmica] sem complicações,0,I,N,0000
B27,Mononucleose infecciosa,0,I,N,0000
B270,Mononucleose pelo vírus herpes gama,0,I,N,0000
B271,Mononucleose por citomegalovírus,0,I,N,0000
B278,Outras mononucleoses infecciosas,0,I,N,0000
B279,Mononucleose infecciosa não especificada,0,I,N,0000
B30,Conjuntivite viral,0,I,N,0000
B300,Ceratoconjuntivite devida a adenovírus,0,I,N,0000
B301,Conjuntivite devida a adenovírus,0,I,N,0000
B302,Faringoconjuntivite viral,0,I,N,0000
B303,Conjuntivite hemorrágica aguda endêmica (por enterovírus),0,I,N,0000
B308,Outras conjuntivites virais,0,I,N,0000
B309,Conjuntivite viral não especificada,0,I,N,0000
B33,Outras doenças por vírus não classificada em outra parte,0,I,N,0000
B330,Mialgia epidêmica,0,I,N,0000
B331,Doença de ross river,0,I,N,0000
B332,Cardite viral,0,I,N,0000
B333,Infecção por retrovírus não classificada em outra parte,0,I,N,0000
B334,Síndrome (cardio-)pulmonar por Hantavírus [SPH] [SCPH],2,I,N,0000
B338,Outras doenças especificadas por vírus,0,I,N,0000
B34,Doenças por vírus de localização não especificada,0,I,N,0000
B340,Infecção por adenovírus de localização não especificada,0,I,N,0000
B341,Infecção por enterovírus de localização não especificada,0,I,N,0000
B342,Infecção por coronavírus de localização não especificada,2,I,N,0000
B343,Infecção por parvovírus de localização não especificada,0,I,N,0000
B344,Infecção por papovavírus de localização não especificada,0,I,N,0000
B348,Outras infecções por vírus de localização não especificada,0,I,N,0000
B349,Infecção viral não especificada,0,I,N,0000
B35,Dermatofitose,0,I,N,0000
B350,Tinha da barba e do couro cabeludo,0,I,N,0000
B351,Tinha das unhas,0,I,N,0005
B352,Tinha da mão,0,I,N,0000
B353,Tinha dos pés,0,I,N,0000
B354,Tinha do corpo,0,I,N,0000
B355,Tinha imbricada,0,I,N,0000
B356,Tinea Cruris,0,I,N,0000
B358,Outras dermatofitoses,0,I,N,0000
B359,Dermatofitose não especificada,0,I,N,0000
B36,Outras micoses superficiais,0,I,N,0000
B360,Pitiríase versicolor,0,I,N,0000
B361,Tinha negra,0,I,N,0000
B362,Piedra branca,0,I,N,0000
B363,Piedra negra,0,I,N,0000
B368,Outras micoses superficiais especificadas,0,I,N,0000
B369,Micose superficial não especificada,0,I,N,0000
B37,Candidiase,0,I,N,0000
B370,Estomatite por candida,0,I,N,0000
B371,Candidíase pulmonar,0,I,N,0000
B372,Candidíase da pele e das unhas,0,I,N,0000
B373,Candidíase da vulva e da vagina,0,F,N,0000
B374,Candidíase de outras localizações urogenitais,0,I,N,0000
B375,Meningite por Candida,0,I,N,0000
B376,Endocardite por Candida,0,I,N,0000
B377,Septicemia por candida,0,I,N,0000
B378,Candidíase de outras localizações,0,I,N,0000
B379,Candidíase não especificada,0,I,N,0000
B38,Coccidioidomicose,0,I,N,0000
B380,Coccidioidomicose pulmonar aguda,0,I,N,0000
B381,Coccidioidomicose pulmonar crônica,0,I,N,0000
B382,Coccidioidomicose pulmonar não especificada,0,I,N,0000
B383,Coccidioidomicose cutânea,0,I,N,0000
B384,Meningite por coccidioidomicose,0,I,N,0000
B387,Coccidioidomicose disseminada,0,I,N,0000
B388,Outras formas de coccidioidomicose,0,I,N,0000
B389,Coccidioidomicose não especificada,0,I,N,0000
B39,Histoplasmose,0,I,N,0000
B390,Histoplasmose pulmonar aguda por histoplasma capsulatum,1,I,N,0000
B391,Histoplasmose pulmonar crônica por histoplasma capsulatum,1,I,N,0000
B392,Histoplasmose pulmonar não especificada por histoplasma capsulatum,1,I,N,0000
B393,Histoplasmose disseminada por histoplasma capsulatum,1,I,N,0000
B394,Histoplasmose não especificada por histoplasma capsulatum,1,I,N,0000
B395,Histoplasmose por histoplasma duboisii,1,I,N,0000
B399,Histoplasmose não especificada,1,I,N,0000
B40,Blastomicose,0,I,N,0000
B400,Blastomicose pulmonar aguda,1,I,N,0000
B401,Blastomicose pulmonar crônica,1,I,N,0000
B402,Blastomicose pulmonar não especificada,1,I,N,0000
B403,Blastomicose cutânea,1,I,N,0000
B407,Blastomicose disseminada,1,I,N,0000
B408,Outras formas de blastomicose,1,I,N,0000
B409,Blastomicose não especificada,1,I,N,0000
B41,Paracoccidioidomicose,0,I,N,0000
B410,Paracoccidioidomicose pulmonar,1,I,N,0000
B417,Paracoccidioidomicose disseminada,1,I,N,0000
B418,Outras formas de paracoccidioidomicose,1,I,N,0000
B419,Paracoccidioidomicose não especificada,1,I,N,0000
B42,Esporotricose,0,I,N,0000
B420,Esporotricose pulmonar,0,I,N,0000
B421,Esporotricose linfocutânea,0,I,N,0000
B427,Esporotricose disseminada,0,I,N,0000
B428,Outras formas de esporotricose,0,I,N,0000
B429,Esporotricose não especificada,0,I,N,0000
B43,Cromomicose e abscesso feomicótico,0,I,N,0000
B430,Cromomicose cutânea,0,I,N,0000
B431,Abscesso cerebral feomicótico,0,I,N,0000
B432,Abscesso e cisto feomicótico subcutâneos,0,I,N,0000
B438,Outras formas de cromomicose,0,I,N,0000
B439,Cromomicose não especificada,0,I,N,0000
B44,Aspergilose,0,I,N,0000
B440,Aspergilose pulmonar invasiva,0,I,N,0000
B441,Outras aspergiloses pulmonares,0,I,N,0000
B442,Aspergilose amigdaliana,0,I,N,0000
B447,Aspergilose disseminada,0,I,N,0000
B448,Outras formas de aspergilose,0,I,N,0000
B449,Aspergilose não especificada,0,I,N,0000
B45,Criptococose,0,I,N,0000
B450,Criptococose pulmonar,0,I,N,0000
B451,Criptococose cerebral,0,I,N,0000
B452,Criptococose cutânea,0,I,N,0000
B453,Criptococose óssea,0,I,N,0000
B457,Criptococose disseminada,0,I,N,0000
B458,Outras formas de criptococose,0,I,N,0000
B459,Criptococose não especificada,0,I,N,0000
B46,Zigomicose,0,I,N,0000
B460,Mucormicose pulmonar,0,I,N,0000
B461,Mucormicose rinocerebral,0,I,N,0000
B462,Mucormicose gastrointestinal,0,I,N,0000
B463,Mucormicose cutânea,0,I,N,0000
B464,Mucormicose disseminada,0,I,N,0000
B465,Mucormicose não especificada,0,I,N,0000
B468,Outras zigomicoses,0,I,N,0000
B469,Zigomicose não especificada,0,I,N,0000
B47,Micetoma,0,I,N,0000
B470,Eumicetoma,0,I,N,0000
B471,Actinomicetoma,0,I,N,0000
B479,Micetoma não especificado,0,I,N,0000
B48,Outras micoses não classificadas em outra parte,0,I,N,0000
B480,Lobomicose,0,I,N,0000
B481,Rinosporidiose,0,I,N,0000
B482,Alesqueriose,0,I,N,0000
B483,Geotricose,0,I,N,0000
B484,Penicilose,0,I,N,0000
B487,Micoses oportunistas,0,I,N,0000
B488,Outras micoses especificadas,0,I,N,0000
B49,Micose não especificada,0,I,N,0000
B50,Malária por plasmodium falciparum,1,I,N,0000
B500,Malária por Plasmodium Falciparum com complicações cerebrais,1,I,N,0000
B508,Outras formas graves e complicadas de malária por Plasmodium falciparum,1,I,N,0000
B509,Malária não especificada por plasmodium falciparum,1,I,N,0000
B51,Malária por plasmodium vivax,1,I,N,0000
B510,Malária por Plasmodium Vivax com rotura do baço,1,I,N,0000
B518,Malária por Plasmodium Vivax com outras complicações,1,I,N,0000
B519,Malária por Plasmodium Vivax sem complicações,1,I,N,0000
B52,Malária por plasmodium maláriae,1,I,N,0000
B520,Malária por Plasmodium Malariae com nefropatia,1,I,N,0000
B528,Malária por Plasmodium Malariae com outras complicações,1,I,N,0000
B529,Malária por Plasmodium Malariae sem complicações,1,I,N,0000
B53,Outras formas de malária confirmadas por exames parasitológicos,1,I,N,0000
B530,Malária por Plasmodium Ovale,1,I,N,0000
B531,Malária por plasmódios de macacos,1,I,N,0000
B538,"Outras formas de malárias com confirmação parasitológica, não classificadas em outra parte",1,I,N,0000
B54,Malária não especificada,1,I,N,0000
B55,Leishmaniose,1,I,N,0000
B550,Leishmaniose visceral,1,I,N,0000
B551,Leishmaniose cutânea,1,I,N,0000
B552,Leishmaniose cutâneo-mucosa,1,I,N,0000
B559,Leishmaniose não especificada,1,I,N,0000
B56,Tripanossomiase africana,0,I,N,0000
B560,Tripanossomíase por Trypanosoma Gambiense,0,I,N,0000
B561,Tripanossomíase por Trypanosoma Rhodesiense,0,I,N,0000
B569,Tripanossomíase africana não especificada,0,I,N,0000
B57,Doença de chagas,1,I,N,0000
B570,"Forma aguda da doença de Chagas, com comprometimento cardíaco",2,I,N,0000
B571,"Forma aguda da doença de chagas, sem comprometimento cardíaco",2,I,N,0000
B572,Doença de Chagas (crônica) com comprometimento cardíaco,1,I,N,0000
B573,Doença de Chagas (crônica) com comprometimento do aparelho digestivo,1,I,N,0000
B574,Doença de Chagas (crônica) com comprometimento do sistema nervoso,1,I,N,0000
B575,Doença de Chagas (crônica) com comprometimento de outros órgãos,1,I,N,0000
B58,Toxoplasmose,0,I,N,0000
B580,Oculopatia por toxoplasma,0,I,N,0000
B581,Hepatite por Toxoplasma,0,I,N,0000
B582,Meningoencefalite por Toxoplasma,0,I,N,0000
B583,Toxoplasmose pulmonar,0,I,N,0000
B588,Toxoplasmose com comprometimento de outros órgãos,0,I,N,0000
B589,Toxoplasmose não especificada,0,I,N,0000
B59,Pneumocistose,0,I,N,0000
B60,Doenças devidas a protozoários não classificadas em outra parte,0,I,N,0000
B600,Babesiose,0,I,N,0000
B601,Acantamebíase,0,I,N,0000
B602,Naegleríase,0,I,N,0000
B608,Outras doenças especificadas devidas a protozoários,0,I,N,0000
B64,Doença não especificada devida a protozoários,0,I,N,0000
B65,Esquistossomose (bilharziose) (schistosomiase),0,I,N,0000
B650,Esquistossomose devida ao Schistosoma Haematobium [esquistossomose urinária],1,I,N,0000
B651,Esquistossomose devida ao Schistosoma Mansoni [esquistossomose intestinal],1,I,N,0000
B652,Esquistossomose devida ao Schistosoma Japonicum,1,I,N,0000
B653,Dermatite por cercárias,1,I,N,0000
B658,Outras esquistossomoses,1,I,N,0000
B659,Esquistossomose não especificada,1,I,N,0000
B66,Outras infestações por trematodeos,0,I,N,0000
B660,Opistorquíase,0,I,N,0000
B661,Clonorquíase,0,I,N,0000
B662,Dicrocelíase,0,I,N,0000
B663,Fasciolíase,0,I,N,0000
B664,Paragonimíase,0,I,N,0000
B665,Fasciolopsíase,0,I,N,0000
B668,Outras infestações por trematódeos especificados,0,I,N,0000
B669,Infecção não especificada por trematódeo,0,I,N,0000
B67,Equinococose,0,I,N,0000
B670,Infestação hepática por Echinococcus Granulosus,1,I,N,0000
B671,Infestação pulmonar por Echinococcus Granulosus,1,I,N,0000
B672,Infestação óssea por Echinococcus Granulosus,1,I,N,0000
B673,"Infestações por Echinmococcus Granulosus, outras e de localizações múltiplas",1,I,N,0000
B674,Infestação não especificada por Echinococcus Granulosus,1,I,N,0000
B675,Infestação hepática por Echinococcus Multilocularis,1,I,N,0000
B676,"Infecções por Echinococcus Multilocularis, outras e de localizações múltiplas",1,I,N,0000
B677,Infestação não especificada por Echinococcus Multilocularis,1,I,N,0000
B678,"Infestação hepática não especificada, por Echinococcus",1,I,N,0000
B679,"Infestações por Echinococcus, outras e as não especificadas",1,I,N,0000
B68,Infestação por taenia,0,I,N,0000
B680,Infestação por Taenia Solium,0,I,N,0000
B681,Infestação por Taenia Saginata,0,I,N,0000
B689,Infestação não especificada por taenia,0,I,N,0000
B69,Cisticercose,0,I,N,0000
B690,Cisticercose do sistema nervoso central,0,I,N,0000
B691,Cisticercose do olho,0,I,N,0000
B698,Cisticercose de outras localizações,0,I,N,0000
B699,Cisticercose não especificada,0,I,N,0000
B70,Difilobotriase e esparganose,0,I,N,0000
B700,Difilobotríase,1,I,N,0000
B701,Esparganose,1,I,N,0000
B71,Outras infestações por cestóides,0,I,N,0000
B710,Infestação por Hymenolepis,0,I,N,0000
B711,Infestação por Dipylidium,0,I,N,0000
B718,Outras infestações especificadas por cestóides,0,I,N,0000
B719,Infestação não especificada por cestóides,0,I,N,0000
B72,Dracontíase,0,I,N,0000
B73,Oncocercose,1,I,N,0000
B74,Filáriose,0,I,N,0000
B740,Filariose por Wuchereria Bancrofti,0,I,N,0000
B741,Filariose por Brugia Malayi,0,I,N,0000
B742,Filariose por Brugia Timori,0,I,N,0000
B743,Loaíase,0,I,N,0000
B744,Mansonelose,0,I,N,0000
B748,Outras filarioses,0,I,N,0000
B749,Filariose não especificada,0,I,N,0000
B75,Triquinose,0,I,N,0000
B76,Ancilostomiase,0,I,N,0000
B760,Ancilostomose,0,I,N,0000
B761,Necatoríase,0,I,N,0000
B768,Outras ancilostomíases,0,I,N,0000
B769,Ancilostomíase não especificada,0,I,N,0000
B77,Ascaridiase,0,I,N,0000
B770,Ascaridíase com complicações intestinais,0,I,N,0000
B778,Ascaridíase com outras complicações,0,I,N,0000
B779,Ascaridíase não especificada,0,I,N,0000
B78,Estrongiloidiase,0,I,N,0000
B780,Estrongiloidíase intestinal,0,I,N,0000
B781,Estrongiloidíase cutânea,0,I,N,0000
B787,Estrongiloidíase disseminada,0,I,N,0000
B789,Estrongiloidíase não especificada,0,I,N,0000
B79,Tricuríase,0,I,N,0000
B80,Oxiuríase,0,I,N,0000
B81,Outras helmintiases intestinais não classificadas em outra parte,0,I,N,0000
B810,Anisaquíase,0,I,N,0000
B811,Capilaríase intestinal,0,I,N,0000
B812,Tricostrongilose,0,I,N,0000
B813,Angiostrongilíase intestinal,0,I,N,0000
B814,Helmintíases intestinais mistas,0,I,N,0000
B818,Outras helmintíases intestinais especificadas,0,I,N,0000
B82,Parasitose intestinal não especificada,0,I,N,0000
B820,Helmintíase intestinal não especificada,0,I,N,0000
B829,Parasitose intestinal não especificada,0,I,N,0000
B83,Outras helmintiases,0,I,N,0000
B830,Larva Migrans visceral,0,I,N,0000
B831,Gnatostomíase,0,I,N,0000
B832,Angrostrongilíase devida a Parastrongylus cantonensis,0,I,N,0000
B833,Singamose,0,I,N,0000
B834,Hirudiníase Interna,0,I,N,0000
B838,Outras Helmintíases especificadas,0,I,N,0000
B839,Helmintíase não especificada,0,I,N,0000
B85,Pediculose e ftiriase,0,I,N,0000
